ticket_id,customer_id,issue_type,priority,status,created_date,resolved_date,channel
TKT00000958,CUST000707,Failed Transaction,High,Resolved,2024-06-08,2024-06-09,Chat
TKT00000959,CUST000817,Failed Transaction,High,In Progress,2025-02-12,,Branch
TKT00000960,CUST000329,KYC Update,High,Closed,2024-11-18,2024-11-27,Mobile App
TKT00000961,CUST000720,Statement Request,Medium,In Progress,2025-07-12,,Mobile App
TKT00000962,CUST000645,Fraud Complaint,High,Open,2025-10-31,,Mobile App
TKT00000963,CUST000554,Loan Query,Critical,Closed,2024-12-11,2024-12-12,Branch
TKT00000964,CUST000124,Account Access,Critical,Closed,2025-12-13,2025-12-17,Email
TKT00000965,CUST000873,Card Block,Medium,Resolved,2025-01-22,2025-01-28,Branch
TKT00000966,CUST000418,Fraud Complaint,Medium,In Progress,2026-05-06,,Mobile App
TKT00000967,CUST000932,KYC Update,Low,In Progress,2025-08-03,,Phone
TKT00000968,CUST000775,KYC Update,Low,Closed,2026-03-02,2026-03-15,Phone
TKT00000969,CUST000250,Card Block,High,In Progress,2025-11-19,,Phone
TKT00000970,CUST000509,Fraud Complaint,Low,In Progress,2024-12-05,,Phone
TKT00000971,CUST000787,Chargeback,Medium,Resolved,2025-01-05,2025-01-13,Phone
TKT00000972,CUST000348,Fraud Complaint,High,Resolved,2024-04-17,2024-04-18,Chat
TKT00000973,CUST000302,KYC Update,Medium,In Progress,2024-12-11,,Phone
TKT00000974,CUST000074,Statement Request,Critical,Resolved,2026-05-18,2026-05-25,Chat
TKT00000975,CUST000037,Failed Transaction,Medium,In Progress,2024-04-15,,Mobile App
TKT00000976,CUST000916,Statement Request,Medium,Resolved,2024-03-23,2024-04-02,Email
TKT00000977,CUST000999,Account Access,High,Resolved,2024-12-29,2024-12-30,Chat
TKT00000978,CUST000136,Card Block,High,Resolved,2025-01-10,2025-01-24,Email
TKT00000979,CUST000374,Card Block,Critical,Closed,2025-07-14,2025-07-28,Email
TKT00000980,CUST000191,Statement Request,Medium,Closed,2024-12-29,2025-01-13,Branch
TKT00000981,CUST000535,Account Access,Low,Resolved,2024-01-22,2024-01-24,Email
TKT00000982,CUST000466,Failed Transaction,Critical,Resolved,2025-01-03,2025-01-06,Email
TKT00000983,CUST000382,Chargeback,Low,Closed,2024-01-10,2024-01-16,Branch
TKT00000984,CUST000770,Loan Query,High,Open,2024-01-30,,Phone
TKT00000985,CUST000645,Chargeback,Critical,Closed,2024-05-15,2024-05-18,Phone
TKT00000986,CUST000514,Account Access,Critical,Open,2025-09-02,,Branch
TKT00000987,CUST000131,Fraud Complaint,Critical,Open,2026-04-27,,Phone
TKT00000988,CUST000793,Account Access,Medium,Resolved,2025-06-11,2025-06-19,Mobile App
TKT00000989,CUST000633,Statement Request,Low,In Progress,2026-01-17,,Phone
TKT00000990,CUST000636,Chargeback,Critical,In Progress,2024-11-05,,Mobile App
TKT00000991,CUST000120,KYC Update,Critical,Closed,2025-01-14,2025-01-22,Phone
TKT00000992,CUST000892,Card Block,Critical,In Progress,2025-11-02,,Mobile App
TKT00000993,CUST000444,Statement Request,Low,Open,2024-03-09,,Email
TKT00000994,CUST000567,Card Block,Critical,Resolved,2025-08-03,2025-08-14,Branch
TKT00000995,CUST000473,Card Block,Critical,Resolved,2024-07-31,2024-08-10,Chat
TKT00000996,CUST000619,Account Access,Medium,Resolved,2025-07-25,2025-08-04,Phone
TKT00000997,CUST000403,KYC Update,High,Closed,2025-04-17,2025-04-28,Email
TKT00000998,CUST000861,Chargeback,High,Closed,2024-09-14,2024-09-18,Phone
TKT00000999,CUST000923,Account Access,Low,Closed,2024-07-14,2024-07-15,Phone
TKT00001000,CUST000709,Account Access,Critical,In Progress,2025-01-20,,Chat
TKT00001001,CUST000497,Account Access,Medium,Closed,2024-08-30,2024-09-07,Branch
TKT00001002,CUST000349,Loan Query,Medium,Open,2024-12-04,,Branch
TKT00001003,CUST000565,Failed Transaction,High,Closed,2024-06-14,2024-06-20,Email
TKT00001004,CUST000879,Fraud Complaint,High,Open,2024-11-06,,Mobile App
TKT00001005,CUST000897,Card Block,Critical,Closed,2025-10-07,2025-10-20,Mobile App
TKT00001006,CUST000104,Fraud Complaint,Critical,Open,2025-03-23,,Branch
TKT00001007,CUST000173,Card Block,High,Resolved,2024-12-15,2024-12-19,Mobile App
TKT00001008,CUST000783,Failed Transaction,High,Resolved,2024-05-08,2024-05-13,Mobile App
TKT00001009,CUST000245,Loan Query,Low,Open,2024-03-09,,Phone
TKT00001010,CUST000933,Chargeback,Medium,Resolved,2026-02-17,2026-02-28,Email
TKT00001011,CUST000948,Chargeback,High,Resolved,2024-09-15,2024-09-20,Phone
TKT00001012,CUST000601,KYC Update,Critical,Closed,2025-05-19,2025-05-23,Email
TKT00001013,CUST000374,Fraud Complaint,Critical,Resolved,2026-04-05,2026-04-07,Chat
TKT00001014,CUST000229,Statement Request,High,Resolved,2026-02-23,2026-02-28,Branch
TKT00001015,CUST000935,Chargeback,Medium,Closed,2026-01-10,2026-01-15,Chat
TKT00001016,CUST000788,Loan Query,High,Closed,2026-04-17,2026-04-20,Chat
TKT00001017,CUST000591,Failed Transaction,High,Resolved,2026-02-27,2026-03-03,Email
TKT00001018,CUST000770,Fraud Complaint,Medium,Resolved,2024-08-12,2024-08-22,Mobile App
TKT00001019,CUST000125,Failed Transaction,Low,Resolved,2025-12-08,2025-12-15,Phone
TKT00001020,CUST000551,Failed Transaction,Critical,Resolved,2025-09-06,2025-09-10,Email
TKT00001021,CUST000071,Loan Query,Critical,Resolved,2026-04-29,2026-05-01,Chat
TKT00001022,CUST000045,Account Access,Medium,Closed,2024-05-03,2024-05-08,Email
TKT00001023,CUST000223,Fraud Complaint,Critical,Resolved,2024-03-01,2024-03-02,Email
TKT00001024,CUST000931,Statement Request,Critical,Closed,2024-08-28,2024-09-08,Mobile App
TKT00001025,CUST000013,Chargeback,Low,Resolved,2024-11-15,2024-11-25,Phone
TKT00001026,CUST000905,Statement Request,Critical,In Progress,2024-01-20,,Branch
TKT00001027,CUST000490,Account Access,Low,Resolved,2025-03-28,2025-03-31,Branch
TKT00001028,CUST000349,Chargeback,Medium,Closed,2024-01-06,2024-01-15,Mobile App
TKT00001029,CUST000901,Fraud Complaint,High,In Progress,2025-08-26,,Email
TKT00001030,CUST000445,Chargeback,Critical,In Progress,2024-12-24,,Email
TKT00001031,CUST000754,Failed Transaction,Critical,In Progress,2025-06-16,,Email
TKT00001032,CUST000232,Statement Request,Medium,Closed,2024-03-15,2024-03-29,Chat
TKT00001033,CUST000617,Chargeback,Medium,In Progress,2024-02-14,,Chat
TKT00001034,CUST000729,Chargeback,Critical,Resolved,2025-07-11,2025-07-13,Email
TKT00001035,CUST000039,Chargeback,Medium,Resolved,2025-03-25,2025-04-05,Email
TKT00001036,CUST000571,KYC Update,Medium,Closed,2025-01-04,2025-01-10,Mobile App
TKT00001037,CUST000293,Chargeback,High,In Progress,2025-03-09,,Mobile App
TKT00001038,CUST000321,Failed Transaction,Critical,Resolved,2025-01-10,2025-01-24,Chat
TKT00001039,CUST000699,Failed Transaction,High,In Progress,2025-04-17,,Mobile App
TKT00001040,CUST000786,Failed Transaction,Low,Closed,2024-02-29,2024-03-13,Mobile App
TKT00001041,CUST000603,Failed Transaction,Critical,Resolved,2025-09-22,2025-09-25,Phone
TKT00001042,CUST000589,Failed Transaction,High,Open,2025-07-21,,Mobile App
TKT00001043,CUST000621,Account Access,Low,Closed,2025-06-13,2025-06-26,Phone
TKT00001044,CUST000534,Loan Query,High,Resolved,2025-11-07,2025-11-08,Email
TKT00001045,CUST000459,Account Access,Low,In Progress,2025-12-05,,Phone
TKT00001046,CUST000746,Fraud Complaint,Medium,In Progress,2025-12-03,,Chat
TKT00001047,CUST000526,Loan Query,High,Closed,2024-09-10,2024-09-21,Chat
TKT00001048,CUST000980,KYC Update,Critical,Resolved,2025-10-03,2025-10-10,Branch
TKT00001049,CUST000854,KYC Update,Medium,Resolved,2025-11-16,2025-11-30,Phone
TKT00001050,CUST000932,Failed Transaction,High,Open,2024-07-24,,Email
TKT00001051,CUST000024,Loan Query,High,Resolved,2024-08-02,2024-08-13,Mobile App
TKT00001052,CUST000878,Statement Request,Medium,Closed,2024-05-23,2024-05-27,Phone
TKT00001053,CUST000162,Statement Request,High,Closed,2025-07-04,2025-07-06,Branch
TKT00001054,CUST000627,Chargeback,Critical,Resolved,2025-09-04,2025-09-07,Email
TKT00001055,CUST000649,Chargeback,High,Resolved,2024-05-04,2024-05-09,Email
TKT00001056,CUST000141,Chargeback,High,In Progress,2025-04-20,,Branch
TKT00001057,CUST000289,Fraud Complaint,High,Resolved,2025-12-15,2025-12-26,Branch
TKT00001058,CUST000915,Card Block,Low,Open,2025-07-18,,Chat
TKT00001059,CUST000779,Card Block,Low,In Progress,2024-10-07,,Chat
TKT00001060,CUST000539,Account Access,Low,Resolved,2025-07-14,2025-07-16,Phone
TKT00001061,CUST000541,Account Access,Critical,In Progress,2025-02-27,,Chat
TKT00001062,CUST000912,Card Block,High,Closed,2026-04-21,2026-05-03,Branch
TKT00001063,CUST000642,Statement Request,Medium,Closed,2025-07-19,2025-07-23,Chat
TKT00001064,CUST000595,Failed Transaction,Low,Resolved,2024-05-18,2024-05-20,Branch
TKT00001065,CUST000911,Failed Transaction,Medium,Open,2026-02-05,,Phone
TKT00001066,CUST000923,Loan Query,High,Resolved,2025-02-06,2025-02-13,Email
TKT00001067,CUST000448,Statement Request,Critical,Closed,2025-02-06,2025-02-08,Email
TKT00001068,CUST000797,Failed Transaction,High,Resolved,2026-01-07,2026-01-21,Chat
TKT00001069,CUST000677,KYC Update,Medium,Resolved,2025-09-14,2025-09-29,Mobile App
TKT00001070,CUST000773,KYC Update,Low,Resolved,2026-02-25,2026-03-03,Branch
TKT00001071,CUST000846,Card Block,High,Closed,2024-09-03,2024-09-07,Branch
TKT00001072,CUST000806,KYC Update,High,In Progress,2025-01-20,,Chat
TKT00001073,CUST000528,Fraud Complaint,Medium,Resolved,2024-04-04,2024-04-13,Mobile App
TKT00001074,CUST000802,Loan Query,Medium,Closed,2026-04-05,2026-04-12,Mobile App
TKT00001075,CUST000827,Account Access,Low,Resolved,2025-04-04,2025-04-08,Mobile App
TKT00001076,CUST000655,Failed Transaction,Low,Resolved,2025-03-12,2025-03-24,Chat
TKT00001077,CUST000887,Card Block,Low,Resolved,2025-01-14,2025-01-15,Chat
TKT00001078,CUST000081,Chargeback,High,Resolved,2025-02-17,2025-02-20,Phone
TKT00001079,CUST000619,KYC Update,High,Resolved,2025-07-08,2025-07-18,Branch
TKT00001080,CUST000541,Account Access,Critical,Resolved,2025-03-30,2025-04-08,Branch
TKT00001081,CUST000376,Failed Transaction,Low,Closed,2024-08-24,2024-08-27,Chat
TKT00001082,CUST000471,KYC Update,Low,Closed,2024-04-04,2024-04-09,Phone
TKT00001083,CUST000841,Loan Query,Medium,Open,2024-08-02,,Email
TKT00001084,CUST000909,Card Block,Critical,Resolved,2024-07-17,2024-07-30,Email
TKT00001085,CUST000778,Failed Transaction,Low,Resolved,2025-01-02,2025-01-06,Branch
TKT00001086,CUST000027,Statement Request,Low,Closed,2025-07-21,2025-07-31,Mobile App
TKT00001087,CUST000336,Card Block,High,Open,2025-04-12,,Branch
TKT00001088,CUST000981,Statement Request,Low,Closed,2024-09-18,2024-10-01,Mobile App
TKT00001089,CUST000031,KYC Update,Critical,Resolved,2024-01-15,2024-01-17,Chat
TKT00001090,CUST000131,Account Access,Low,Open,2024-09-14,,Chat
TKT00001091,CUST000562,Account Access,Low,Open,2026-02-24,,Email
TKT00001092,CUST000784,KYC Update,Medium,Resolved,2024-03-05,2024-03-07,Chat
TKT00001093,CUST000096,Card Block,Medium,In Progress,2024-02-10,,Mobile App
TKT00001094,CUST000163,Loan Query,High,Open,2025-09-13,,Branch
TKT00001095,CUST000748,Fraud Complaint,Low,Resolved,2024-12-20,2024-12-28,Phone
TKT00001096,CUST000951,Card Block,Medium,In Progress,2024-10-04,,Email
TKT00001097,CUST000220,Statement Request,Critical,In Progress,2024-05-20,,Chat
TKT00001098,CUST000787,Fraud Complaint,Medium,In Progress,2026-02-17,,Phone
TKT00001099,CUST000578,Account Access,Critical,Open,2024-08-26,,Phone
TKT00001100,CUST000901,Account Access,High,Resolved,2024-08-09,2024-08-17,Email
TKT00001101,CUST000998,Chargeback,Critical,Resolved,2026-04-10,2026-04-25,Email
TKT00001102,CUST000324,Fraud Complaint,Low,Resolved,2024-04-08,2024-04-16,Email
TKT00001103,CUST000149,Card Block,High,In Progress,2025-09-05,,Chat
TKT00001104,CUST000660,Failed Transaction,Critical,Resolved,2025-08-11,2025-08-14,Email
TKT00001105,CUST000967,Failed Transaction,High,Resolved,2024-08-13,2024-08-17,Email
TKT00001106,CUST000715,Statement Request,Critical,Resolved,2026-04-01,2026-04-11,Branch
TKT00001107,CUST000865,Card Block,High,Closed,2025-12-07,2025-12-16,Mobile App
TKT00001108,CUST000516,Loan Query,Medium,Open,2024-11-22,,Branch
TKT00001109,CUST000108,Statement Request,Low,Closed,2024-11-08,2024-11-13,Phone
TKT00001110,CUST000104,Chargeback,Medium,Resolved,2025-02-16,2025-02-24,Mobile App
TKT00001111,CUST000402,Fraud Complaint,High,Resolved,2026-02-14,2026-02-25,Phone
TKT00001112,CUST000287,Card Block,Medium,In Progress,2024-08-24,,Phone
TKT00001113,CUST000527,Failed Transaction,High,Closed,2026-03-26,2026-04-04,Branch
TKT00001114,CUST000695,Card Block,Critical,Closed,2026-03-15,2026-03-18,Phone
TKT00001115,CUST000780,Statement Request,Critical,Open,2024-11-02,,Mobile App
TKT00001116,CUST000269,Fraud Complaint,Low,Resolved,2025-12-13,2025-12-24,Mobile App
TKT00001117,CUST000844,KYC Update,Critical,In Progress,2024-11-25,,Chat
TKT00001118,CUST000379,Statement Request,High,Closed,2024-12-14,2024-12-15,Mobile App
TKT00001119,CUST000823,Statement Request,High,Closed,2024-06-20,2024-07-03,Mobile App
TKT00001120,CUST000891,Failed Transaction,Low,Resolved,2024-01-09,2024-01-18,Chat
TKT00001121,CUST000571,KYC Update,High,Resolved,2024-05-09,2024-05-11,Chat
TKT00001122,CUST000125,Account Access,High,Open,2026-05-18,,Mobile App
TKT00001123,CUST000253,Card Block,Critical,Resolved,2026-02-16,2026-02-20,Chat
TKT00001124,CUST000456,KYC Update,Critical,Resolved,2024-05-03,2024-05-12,Mobile App
TKT00001125,CUST000610,Chargeback,High,Resolved,2024-04-10,2024-04-23,Mobile App
TKT00001126,CUST000130,Account Access,Low,Resolved,2024-07-08,2024-07-14,Chat
TKT00001127,CUST000916,Fraud Complaint,Critical,In Progress,2025-01-09,,Email
TKT00001128,CUST000106,Loan Query,Low,Closed,2025-03-27,2025-04-06,Chat
TKT00001129,CUST000742,Chargeback,Medium,Closed,2024-02-05,2024-02-20,Phone
TKT00001130,CUST000640,Fraud Complaint,High,Closed,2025-10-22,2025-11-01,Branch
TKT00001131,CUST000670,Statement Request,Low,Resolved,2024-12-10,2024-12-16,Branch
TKT00001132,CUST000866,Card Block,Medium,Closed,2024-09-25,2024-10-06,Phone
TKT00001133,CUST000039,Loan Query,Medium,In Progress,2024-03-07,,Branch
TKT00001134,CUST000255,KYC Update,High,Resolved,2025-03-20,2025-03-21,Mobile App
TKT00001135,CUST000050,Account Access,High,Resolved,2026-03-18,2026-03-30,Mobile App
TKT00001136,CUST000673,Account Access,Critical,Resolved,2024-02-25,2024-02-27,Branch
TKT00001137,CUST000230,Account Access,Low,Open,2024-09-07,,Mobile App
TKT00001138,CUST000709,Loan Query,Low,In Progress,2025-10-24,,Mobile App
TKT00001139,CUST000955,Card Block,High,Resolved,2024-02-11,2024-02-26,Branch
TKT00001140,CUST000667,Failed Transaction,High,Open,2025-07-01,,Email
TKT00001141,CUST000532,Loan Query,Medium,Resolved,2024-08-24,2024-09-04,Chat
TKT00001142,CUST000494,Fraud Complaint,Critical,Resolved,2025-09-30,2025-10-13,Phone
TKT00001143,CUST000319,Fraud Complaint,Critical,Resolved,2024-02-26,2024-03-08,Chat
TKT00001144,CUST000415,Statement Request,Critical,In Progress,2024-09-26,,Email
TKT00001145,CUST000927,KYC Update,Critical,Closed,2026-03-05,2026-03-13,Phone
TKT00001146,CUST000846,Account Access,High,In Progress,2024-09-22,,Mobile App
TKT00001147,CUST000744,Statement Request,Critical,Closed,2026-01-31,2026-02-13,Phone
TKT00001148,CUST000832,Chargeback,Medium,Resolved,2025-10-30,2025-11-10,Chat
TKT00001149,CUST000290,Account Access,Medium,Closed,2025-07-19,2025-07-28,Email
TKT00001150,CUST000831,Fraud Complaint,High,Resolved,2026-04-18,2026-05-01,Chat
TKT00001151,CUST000781,Statement Request,Low,Open,2024-02-04,,Mobile App
TKT00001152,CUST000317,Chargeback,Low,Closed,2024-10-23,2024-11-05,Phone
TKT00001153,CUST000198,Account Access,High,Open,2024-08-06,,Branch
TKT00001154,CUST000397,Fraud Complaint,High,In Progress,2024-02-20,,Email
TKT00001155,CUST000845,KYC Update,Critical,Resolved,2025-09-13,2025-09-20,Branch
TKT00001156,CUST000501,Statement Request,Critical,In Progress,2024-05-14,,Phone
TKT00001157,CUST000179,Failed Transaction,High,Resolved,2024-02-22,2024-03-08,Branch
TKT00001158,CUST000987,Loan Query,Critical,Resolved,2024-02-10,2024-02-11,Email
TKT00001159,CUST000445,KYC Update,Medium,In Progress,2024-08-14,,Chat
TKT00001160,CUST000317,Card Block,High,In Progress,2025-12-19,,Mobile App
TKT00001161,CUST000578,Card Block,Critical,Resolved,2024-07-30,2024-08-04,Mobile App
TKT00001162,CUST000716,Statement Request,Low,In Progress,2025-08-08,,Phone
TKT00001163,CUST000921,Failed Transaction,Medium,Resolved,2024-09-27,2024-09-28,Branch
TKT00001164,CUST000135,Statement Request,Low,Resolved,2024-01-04,2024-01-15,Email
TKT00001165,CUST000437,Account Access,Low,Resolved,2024-09-13,2024-09-24,Email
TKT00001166,CUST000841,KYC Update,Low,In Progress,2025-09-16,,Branch
TKT00001167,CUST000581,Account Access,Critical,Resolved,2024-06-07,2024-06-11,Mobile App
TKT00001168,CUST000343,KYC Update,Critical,Resolved,2025-04-05,2025-04-06,Branch
TKT00001169,CUST000711,Card Block,Low,Resolved,2025-09-14,2025-09-15,Phone
TKT00001170,CUST000805,Statement Request,Low,Closed,2025-12-16,2025-12-19,Email
TKT00001171,CUST000718,Chargeback,Medium,In Progress,2025-06-16,,Email
TKT00001172,CUST000656,Card Block,High,Resolved,2025-01-05,2025-01-13,Chat
TKT00001173,CUST000800,Loan Query,High,Closed,2025-04-29,2025-04-30,Email
TKT00001174,CUST000850,KYC Update,Low,Resolved,2025-04-29,2025-05-04,Email
TKT00001175,CUST000404,KYC Update,Low,Closed,2026-03-21,2026-03-27,Mobile App
TKT00001176,CUST000954,Failed Transaction,Medium,In Progress,2026-02-03,,Email
TKT00001177,CUST000037,Chargeback,Medium,Closed,2025-11-10,2025-11-21,Branch
TKT00001178,CUST000407,Statement Request,Critical,Resolved,2024-09-18,2024-10-02,Phone
TKT00001179,CUST000601,Chargeback,Low,Closed,2025-05-11,2025-05-12,Chat
TKT00001180,CUST000824,Chargeback,Critical,Resolved,2024-12-19,2024-12-31,Mobile App
TKT00001181,CUST000896,Account Access,Medium,In Progress,2025-11-11,,Email
TKT00001182,CUST000532,KYC Update,Low,Resolved,2025-07-09,2025-07-24,Chat
TKT00001183,CUST000563,Statement Request,Medium,Resolved,2025-10-31,2025-11-06,Branch
TKT00001184,CUST000429,Loan Query,Medium,Resolved,2026-02-20,2026-02-23,Chat
TKT00001185,CUST000775,KYC Update,Critical,Resolved,2026-01-02,2026-01-10,Chat
TKT00001186,CUST000600,KYC Update,Low,Resolved,2024-01-16,2024-01-26,Chat
TKT00001187,CUST000888,KYC Update,Critical,Closed,2025-07-30,2025-08-01,Mobile App
TKT00001188,CUST000143,Failed Transaction,Medium,In Progress,2024-12-17,,Mobile App
TKT00001189,CUST000782,KYC Update,Critical,Closed,2025-02-10,2025-02-18,Email
TKT00001190,CUST000883,Account Access,High,Resolved,2025-03-08,2025-03-12,Mobile App
TKT00001191,CUST000049,Chargeback,High,In Progress,2026-01-29,,Branch
TKT00001192,CUST000793,Statement Request,Low,Resolved,2024-08-10,2024-08-25,Mobile App
TKT00001193,CUST000049,Fraud Complaint,Low,Open,2026-02-22,,Branch
TKT00001194,CUST000104,Card Block,Low,Resolved,2024-08-06,2024-08-12,Chat
TKT00001195,CUST000462,Card Block,Critical,Resolved,2026-04-09,2026-04-12,Chat
TKT00001196,CUST000708,Fraud Complaint,Medium,Closed,2026-01-29,2026-02-08,Phone
TKT00001197,CUST000909,Chargeback,Medium,Resolved,2024-11-01,2024-11-12,Mobile App
TKT00001198,CUST000909,KYC Update,Low,Resolved,2025-08-26,2025-09-02,Mobile App
TKT00001199,CUST000077,Card Block,Critical,In Progress,2024-07-30,,Chat
TKT00001200,CUST000176,Account Access,High,Closed,2025-02-08,2025-02-15,Phone
