card_id,customer_id,card_type,credit_limit,available_limit,outstanding_balance,issue_date,expiry_date,card_status
CARD0000885,CUST000251,Platinum,500000,221253.06,278746.94,2018-09-07,2031-03-29,Expired
CARD0000886,CUST000442,Gold,50000,25820.89,24179.11,2017-04-17,2030-11-14,Active
CARD0000887,CUST000309,Gold,300000,195990.42,104009.58,2023-10-11,2027-12-18,Active
CARD0000888,CUST000010,Platinum,300000,192823.95,107176.05,2018-06-13,2031-10-03,Active
CARD0000889,CUST000120,Signature,500000,382681.72,117318.28,2020-12-13,2031-06-05,Active
CARD0000890,CUST000560,Gold,500000,253139.11,246860.89,2025-01-25,2027-10-12,Active
CARD0000891,CUST000784,Platinum,75000,46335.97,28664.03,2024-03-08,2031-01-03,Active
CARD0000892,CUST000603,Business,150000,146387.92,3612.08,2024-01-05,2028-12-31,Active
CARD0000893,CUST000157,Signature,100000,76448.52,23551.48,2024-01-21,2027-02-28,Closed
CARD0000894,CUST000798,Classic,300000,220353.86,79646.14,2023-04-13,2028-06-13,Active
CARD0000895,CUST000148,Platinum,75000,27690.73,47309.27,2019-02-04,2031-10-07,Blocked
CARD0000896,CUST000641,Gold,300000,43325.49,256674.51,2017-10-21,2030-05-27,Active
CARD0000897,CUST000201,Gold,50000,22076.18,27923.82,2025-09-08,2027-07-26,Active
CARD0000898,CUST000430,Signature,200000,144343.77,55656.23,2020-10-20,2029-10-23,Active
CARD0000899,CUST000884,Business,150000,134034.2,15965.8,2022-05-18,2029-07-15,Active
CARD0000900,CUST000044,Classic,100000,37110.72,62889.28,2019-12-01,2031-09-25,Active
